no,pembelian,kategori,tanggal,jumlah,total,tahun,bulan,nama_bulan,hari,hari_dalam_minggu,jam,is_weekend,harga_per_tiket,volume_penjualan,cluster
2240,Tiket International Satuan ( Single Entry ),Mancanegara,2025-01-28 11:16:00,2,30000,2025,1,January,28,Tuesday,11,0,15000.0,Sangat Rendah,1
2241,TERUSAN IV ( Free-pass IV ),TERUSAN,2025-01-28 11:16:00,2,60000,2025,1,January,28,Tuesday,11,0,30000.0,Sangat Rendah,1
2242,TIKET MANCANEGARA,Mancanegara,2025-01-28 11:16:00,2,40000,2025,1,January,28,Tuesday,11,0,20000.0,Sangat Rendah,1
2243,Tiket Masuk Museum Pusaka,Umum,2025-01-28 11:16:00,2,30000,2025,1,January,28,Tuesday,11,0,15000.0,Sangat Rendah,1
2244,TERUSAN III ( Free-Pass III ),TERUSAN,2025-01-28 11:12:00,8,200000,2025,1,January,28,Tuesday,11,0,25000.0,Sedang,1
2245,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2025-01-28 11:12:00,5,125000,2025,1,January,28,Tuesday,11,0,25000.0,Rendah,1
2246,TERUSAN IV ( Free-pass IV ),TERUSAN,2025-01-28 11:09:00,8,240000,2025,1,January,28,Tuesday,11,0,30000.0,Sedang,1
2247,TIKET WISATAWAN UMUM,Umum,2025-01-28 11:09:00,5,75000,2025,1,January,28,Tuesday,11,0,15000.0,Rendah,1
2248,TERUSAN III ( Free-Pass III ),TERUSAN,2025-01-28 11:06:00,4,100000,2025,1,January,28,Tuesday,11,0,25000.0,Rendah,1
2249,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2025-01-28 11:06:00,11,220000,2025,1,January,28,Tuesday,11,0,20000.0,Tinggi,1
2250,TERUSAN IV ( Free-pass IV ),TERUSAN,2025-01-28 11:06:00,9,270000,2025,1,January,28,Tuesday,11,0,30000.0,Sedang,1
2251,TERUSAN IV ( Free-pass IV ),TERUSAN,2025-01-28 11:01:00,2,60000,2025,1,January,28,Tuesday,11,0,30000.0,Sangat Rendah,1
2252,TERUSAN IV ( Free-pass IV ),TERUSAN,2025-01-28 11:00:00,12,360000,2025,1,January,28,Tuesday,11,0,30000.0,Tinggi,1
2253,TERUSAN IV ( Free-pass IV ),TERUSAN,2025-01-28 10:57:00,5,150000,2025,1,January,28,Tuesday,10,0,30000.0,Rendah,1
2254,TERUSAN IV ( Free-pass IV ),TERUSAN,2025-01-28 11:56:00,4,120000,2025,1,January,28,Tuesday,11,0,30000.0,Rendah,1
2255,TERUSAN IV ( Free-pass IV ),TERUSAN,2025-01-28 10:56:00,4,120000,2025,1,January,28,Tuesday,10,0,30000.0,Rendah,1
2256,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2025-01-28 10:56:00,7,175000,2025,1,January,28,Tuesday,10,0,25000.0,Sedang,1
2257,TERUSAN III ( Free-Pass III ),TERUSAN,2025-01-28 10:47:00,3,75000,2025,1,January,28,Tuesday,10,0,25000.0,Rendah,1
2258,TERUSAN IV ( Free-pass IV ),TERUSAN,2025-01-28 11:46:00,2,60000,2025,1,January,28,Tuesday,11,0,30000.0,Sangat Rendah,1
2259,TERUSAN IV ( Free-pass IV ),TERUSAN,2025-01-28 10:45:00,5,150000,2025,1,January,28,Tuesday,10,0,30000.0,Rendah,1
2260,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2025-01-28 10:44:00,4,80000,2025,1,January,28,Tuesday,10,0,20000.0,Rendah,1
2261,TIKET PELAJAR & MAHASISWA,Pelajar,2025-01-28 10:39:00,3,30000,2025,1,January,28,Tuesday,10,0,10000.0,Rendah,1
2262,TERUSAN III ( Free-Pass III ),TERUSAN,2025-01-28 10:39:00,2,50000,2025,1,January,28,Tuesday,10,0,25000.0,Sangat Rendah,1
2263,TIKET WISATAWAN UMUM,Umum,2025-01-28 10:39:00,4,60000,2025,1,January,28,Tuesday,10,0,15000.0,Rendah,1
2264,TIKET MANCANEGARA,Mancanegara,2025-01-28 10:37:00,2,40000,2025,1,January,28,Tuesday,10,0,20000.0,Sangat Rendah,1
2265,TERUSAN III ( Free-Pass III ),TERUSAN,2025-01-28 10:35:00,2,50000,2025,1,January,28,Tuesday,10,0,25000.0,Sangat Rendah,1
2266,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2025-01-28 10:34:00,5,125000,2025,1,January,28,Tuesday,10,0,25000.0,Rendah,1
2267,TERUSAN III ( Free-Pass III ),TERUSAN,2025-01-28 10:34:00,10,250000,2025,1,January,28,Tuesday,10,0,25000.0,Sedang,1
2268,TIKET PELAJAR & MAHASISWA,Pelajar,2025-01-28 10:27:00,4,40000,2025,1,January,28,Tuesday,10,0,10000.0,Rendah,1
2269,TERUSAN IV ( Free-pass IV ),TERUSAN,2025-01-28 10:27:00,9,270000,2025,1,January,28,Tuesday,10,0,30000.0,Sedang,1
2270,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2025-01-28 10:27:00,10,200000,2025,1,January,28,Tuesday,10,0,20000.0,Sedang,1
2271,TERUSAN IV ( Free-pass IV ),TERUSAN,2025-01-28 10:22:00,5,150000,2025,1,January,28,Tuesday,10,0,30000.0,Rendah,1
2272,TIKET PELAJAR & MAHASISWA,Pelajar,2025-01-28 10:21:00,2,20000,2025,1,January,28,Tuesday,10,0,10000.0,Sangat Rendah,1
2273,TIKET MASUK DALEM AGUNG PAKUNGWATI,Umum,2025-01-28 10:21:00,2,20000,2025,1,January,28,Tuesday,10,0,10000.0,Sangat Rendah,1
2274,TERUSAN III ( Free-Pass III ),TERUSAN,2025-01-28 10:21:00,3,75000,2025,1,January,28,Tuesday,10,0,25000.0,Rendah,1
2275,TIKET MASUK DALEM AGUNG PAKUNGWATI,Umum,2025-01-28 10:17:00,1,10000,2025,1,January,28,Tuesday,10,0,10000.0,Sangat Rendah,1
2276,TIKET PELAJAR & MAHASISWA,Pelajar,2025-01-28 10:17:00,1,10000,2025,1,January,28,Tuesday,10,0,10000.0,Sangat Rendah,1
2277,TERUSAN IV ( Free-pass IV ),TERUSAN,2025-01-28 10:16:00,3,90000,2025,1,January,28,Tuesday,10,0,30000.0,Rendah,1
2278,TERUSAN IV ( Free-pass IV ),TERUSAN,2025-01-28 10:08:00,3,90000,2025,1,January,28,Tuesday,10,0,30000.0,Rendah,1
2279,TERUSAN IV ( Free-pass IV ),TERUSAN,2025-01-28 10:05:00,6,180000,2025,1,January,28,Tuesday,10,0,30000.0,Sedang,1
2280,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2025-01-28 10:01:00,2,40000,2025,1,January,28,Tuesday,10,0,20000.0,Sangat Rendah,1
2281,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2025-01-28 09:57:00,3,60000,2025,1,January,28,Tuesday,9,0,20000.0,Rendah,1
2282,TERUSAN IV ( Free-pass IV ),TERUSAN,2025-01-28 09:53:00,6,180000,2025,1,January,28,Tuesday,9,0,30000.0,Sedang,1
2283,TERUSAN IV ( Free-pass IV ),TERUSAN,2025-01-28 09:52:00,6,180000,2025,1,January,28,Tuesday,9,0,30000.0,Sedang,1
2284,TERUSAN IV ( Free-pass IV ),TERUSAN,2025-01-28 09:50:00,9,270000,2025,1,January,28,Tuesday,9,0,30000.0,Sedang,1
2285,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2025-01-28 09:42:00,50,1000000,2025,1,January,28,Tuesday,9,0,20000.0,Tinggi,1
2286,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2025-01-28 09:38:00,38,760000,2025,1,January,28,Tuesday,9,0,20000.0,Tinggi,1
2287,TERUSAN III ( Free-Pass III ),TERUSAN,2025-01-28 09:35:00,2,50000,2025,1,January,28,Tuesday,9,0,25000.0,Sangat Rendah,1
2288,TERUSAN IV ( Free-pass IV ),TERUSAN,2025-01-28 09:35:00,6,180000,2025,1,January,28,Tuesday,9,0,30000.0,Sedang,1
2289,TERUSAN IV ( Free-pass IV ),TERUSAN,2025-01-28 09:28:00,4,120000,2025,1,January,28,Tuesday,9,0,30000.0,Rendah,1
2290,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2025-01-28 09:26:00,6,150000,2025,1,January,28,Tuesday,9,0,25000.0,Sedang,1
2291,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2025-01-28 09:25:00,3,60000,2025,1,January,28,Tuesday,9,0,20000.0,Rendah,1
2292,TERUSAN IV ( Free-pass IV ),TERUSAN,2025-01-28 09:24:00,2,60000,2025,1,January,28,Tuesday,9,0,30000.0,Sangat Rendah,1
2293,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2025-01-28 09:23:00,6,150000,2025,1,January,28,Tuesday,9,0,25000.0,Sedang,1
2294,TIKET PELAJAR & MAHASISWA,Pelajar,2025-01-28 09:14:00,37,370000,2025,1,January,28,Tuesday,9,0,10000.0,Tinggi,1
2295,TERUSAN IV ( Free-pass IV ),TERUSAN,2025-01-28 09:14:00,3,90000,2025,1,January,28,Tuesday,9,0,30000.0,Rendah,1
2296,TERUSAN IV ( Free-pass IV ),TERUSAN,2025-01-28 09:10:00,3,90000,2025,1,January,28,Tuesday,9,0,30000.0,Rendah,1
2297,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2025-01-28 09:10:00,2,40000,2025,1,January,28,Tuesday,9,0,20000.0,Sangat Rendah,1
2298,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2025-01-28 09:10:00,4,100000,2025,1,January,28,Tuesday,9,0,25000.0,Rendah,1
2299,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2025-01-28 09:06:00,8,160000,2025,1,January,28,Tuesday,9,0,20000.0,Sedang,1
2300,TERUSAN IV ( Free-pass IV ),TERUSAN,2025-01-28 09:02:00,3,90000,2025,1,January,28,Tuesday,9,0,30000.0,Rendah,1
2301,TERUSAN IV ( Free-pass IV ),TERUSAN,2025-01-28 08:59:00,1,30000,2025,1,January,28,Tuesday,8,0,30000.0,Sangat Rendah,1
2302,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2025-01-28 08:56:00,2,50000,2025,1,January,28,Tuesday,8,0,25000.0,Sangat Rendah,1
2303,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2025-01-28 08:56:00,3,60000,2025,1,January,28,Tuesday,8,0,20000.0,Rendah,1
2304,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2025-01-28 08:55:00,2,40000,2025,1,January,28,Tuesday,8,0,20000.0,Sangat Rendah,1
2305,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2025-01-28 08:55:00,7,140000,2025,1,January,28,Tuesday,8,0,20000.0,Sedang,1
2306,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2025-01-28 08:43:00,5,100000,2025,1,January,28,Tuesday,8,0,20000.0,Rendah,1
2307,TERUSAN IV ( Free-pass IV ),TERUSAN,2025-01-28 08:43:00,1,30000,2025,1,January,28,Tuesday,8,0,30000.0,Sangat Rendah,1
2308,TERUSAN IV ( Free-pass IV ),TERUSAN,2025-01-28 08:41:00,5,150000,2025,1,January,28,Tuesday,8,0,30000.0,Rendah,1
2309,TERUSAN IV ( Free-pass IV ),TERUSAN,2025-01-28 08:31:00,2,60000,2025,1,January,28,Tuesday,8,0,30000.0,Sangat Rendah,1
2310,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2025-01-28 08:30:00,5,100000,2025,1,January,28,Tuesday,8,0,20000.0,Rendah,1
2311,TERUSAN IV ( Free-pass IV ),TERUSAN,2025-01-28 08:25:00,6,180000,2025,1,January,28,Tuesday,8,0,30000.0,Sedang,1
2312,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2025-01-28 08:25:00,2,50000,2025,1,January,28,Tuesday,8,0,25000.0,Sangat Rendah,1
2313,TIKET MASUK DALEM AGUNG PAKUNGWATI,Umum,2025-01-28 08:25:00,3,30000,2025,1,January,28,Tuesday,8,0,10000.0,Rendah,1
2314,TIKET PELAJAR & MAHASISWA,Pelajar,2025-01-28 08:25:00,3,30000,2025,1,January,28,Tuesday,8,0,10000.0,Rendah,1
2315,TERUSAN IV ( Free-pass IV ),TERUSAN,2025-01-28 08:07:00,10,300000,2025,1,January,28,Tuesday,8,0,30000.0,Sedang,1
2316,TERUSAN IV ( Free-pass IV ),TERUSAN,2025-01-27 16:26:00,2,60000,2025,1,January,27,Monday,16,0,30000.0,Sangat Rendah,1
2317,TERUSAN IV ( Free-pass IV ),TERUSAN,2025-01-27 14:48:00,3,90000,2025,1,January,27,Monday,14,0,30000.0,Rendah,1
2318,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2025-01-27 14:48:00,3,75000,2025,1,January,27,Monday,14,0,25000.0,Rendah,1
2319,TIKET WISATAWAN UMUM,Umum,2025-01-27 14:39:00,10,150000,2025,1,January,27,Monday,14,0,15000.0,Sedang,1
2320,TERUSAN IV ( Free-pass IV ),TERUSAN,2025-01-27 14:38:00,4,120000,2025,1,January,27,Monday,14,0,30000.0,Rendah,1
2321,TIKET WISATAWAN UMUM,Umum,2025-01-27 14:38:00,4,60000,2025,1,January,27,Monday,14,0,15000.0,Rendah,1
2322,TERUSAN III ( Free-Pass III ),TERUSAN,2025-01-27 13:02:00,5,125000,2025,1,January,27,Monday,13,0,25000.0,Rendah,1
2323,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2025-01-27 13:01:00,60,1200000,2025,1,January,27,Monday,13,0,20000.0,Sangat Tinggi,1
2324,TERUSAN III ( Free-Pass III ),TERUSAN,2025-01-27 13:01:00,4,100000,2025,1,January,27,Monday,13,0,25000.0,Rendah,1
2325,TERUSAN IV ( Free-pass IV ),TERUSAN,2025-01-27 12:57:00,6,180000,2025,1,January,27,Monday,12,0,30000.0,Sedang,1
2326,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2025-01-27 12:54:00,5,100000,2025,1,January,27,Monday,12,0,20000.0,Rendah,1
2327,TIKET WISATAWAN UMUM,Umum,2025-01-27 12:52:00,2,30000,2025,1,January,27,Monday,12,0,15000.0,Sangat Rendah,1
2328,TERUSAN IV ( Free-pass IV ),TERUSAN,2025-01-27 12:49:00,5,150000,2025,1,January,27,Monday,12,0,30000.0,Rendah,1
2329,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2025-01-27 12:49:00,4,100000,2025,1,January,27,Monday,12,0,25000.0,Rendah,1
2330,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2025-01-27 12:42:00,5,125000,2025,1,January,27,Monday,12,0,25000.0,Rendah,1
2331,TIKET PELAJAR & MAHASISWA,Pelajar,2025-01-27 12:37:00,1,10000,2025,1,January,27,Monday,12,0,10000.0,Sangat Rendah,1
2332,TIKET WISATAWAN UMUM,Umum,2025-01-27 12:37:00,3,45000,2025,1,January,27,Monday,12,0,15000.0,Rendah,1
2333,TIKET WISATAWAN UMUM,Umum,2025-01-27 12:33:00,2,30000,2025,1,January,27,Monday,12,0,15000.0,Sangat Rendah,1
2334,TERUSAN III ( Free-Pass III ),TERUSAN,2025-01-27 12:27:00,8,200000,2025,1,January,27,Monday,12,0,25000.0,Sedang,1
2335,TERUSAN IV ( Free-pass IV ),TERUSAN,2025-01-27 12:27:00,4,120000,2025,1,January,27,Monday,12,0,30000.0,Rendah,1
2336,TERUSAN IV ( Free-pass IV ),TERUSAN,2025-01-27 12:26:00,8,240000,2025,1,January,27,Monday,12,0,30000.0,Sedang,1
2337,TERUSAN III ( Free-Pass III ),TERUSAN,2025-01-27 12:25:00,4,100000,2025,1,January,27,Monday,12,0,25000.0,Rendah,1
2338,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2025-01-27 12:22:00,2,50000,2025,1,January,27,Monday,12,0,25000.0,Sangat Rendah,1
2339,TERUSAN IV ( Free-pass IV ),TERUSAN,2025-01-27 12:20:00,6,180000,2025,1,January,27,Monday,12,0,30000.0,Sedang,1
2340,TERUSAN IV ( Free-pass IV ),TERUSAN,2025-01-27 12:15:00,8,240000,2025,1,January,27,Monday,12,0,30000.0,Sedang,1
2341,TERUSAN IV ( Free-pass IV ),TERUSAN,2025-01-27 12:12:00,4,120000,2025,1,January,27,Monday,12,0,30000.0,Rendah,1
2342,TERUSAN IV ( Free-pass IV ),TERUSAN,2025-01-27 12:10:00,7,210000,2025,1,January,27,Monday,12,0,30000.0,Sedang,1
2343,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2025-01-27 12:10:00,7,175000,2025,1,January,27,Monday,12,0,25000.0,Sedang,1
2344,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2025-01-27 12:06:00,4,80000,2025,1,January,27,Monday,12,0,20000.0,Rendah,1
2345,TERUSAN IV ( Free-pass IV ),TERUSAN,2025-01-27 12:06:00,3,90000,2025,1,January,27,Monday,12,0,30000.0,Rendah,1
2346,TERUSAN IV ( Free-pass IV ),TERUSAN,2025-01-27 12:01:00,6,180000,2025,1,January,27,Monday,12,0,30000.0,Sedang,1
2347,TERUSAN IV ( Free-pass IV ),TERUSAN,2025-01-27 11:59:00,2,60000,2025,1,January,27,Monday,11,0,30000.0,Sangat Rendah,1
2348,TERUSAN IV ( Free-pass IV ),TERUSAN,2025-01-27 11:43:00,4,120000,2025,1,January,27,Monday,11,0,30000.0,Rendah,1
2349,TERUSAN IV ( Free-pass IV ),TERUSAN,2025-01-27 11:42:00,3,90000,2025,1,January,27,Monday,11,0,30000.0,Rendah,1
2350,TERUSAN IV ( Free-pass IV ),TERUSAN,2025-01-27 11:41:00,6,180000,2025,1,January,27,Monday,11,0,30000.0,Sedang,1
2351,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2025-01-27 11:39:00,2,40000,2025,1,January,27,Monday,11,0,20000.0,Sangat Rendah,1
2352,TERUSAN III ( Free-Pass III ),TERUSAN,2025-01-27 11:39:00,2,50000,2025,1,January,27,Monday,11,0,25000.0,Sangat Rendah,1
2353,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2025-01-27 11:26:00,5,125000,2025,1,January,27,Monday,11,0,25000.0,Rendah,1
2354,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2025-01-27 11:24:00,4,100000,2025,1,January,27,Monday,11,0,25000.0,Rendah,1
2355,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2025-01-27 11:24:00,4,100000,2025,1,January,27,Monday,11,0,25000.0,Rendah,1
2356,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2025-01-27 11:24:00,15,375000,2025,1,January,27,Monday,11,0,25000.0,Tinggi,1
2357,TIKET WISATAWAN UMUM,Umum,2025-01-27 11:23:00,4,60000,2025,1,January,27,Monday,11,0,15000.0,Rendah,1
2358,TIKET WISATAWAN UMUM,Umum,2025-01-27 11:22:00,6,90000,2025,1,January,27,Monday,11,0,15000.0,Sedang,1
2359,TIKET WISATAWAN UMUM,Umum,2025-01-27 11:20:00,6,90000,2025,1,January,27,Monday,11,0,15000.0,Sedang,1
2360,TIKET WISATAWAN UMUM,Umum,2025-01-27 11:20:00,3,45000,2025,1,January,27,Monday,11,0,15000.0,Rendah,1
2361,TIKET WISATAWAN UMUM,Umum,2025-01-27 11:18:00,10,150000,2025,1,January,27,Monday,11,0,15000.0,Sedang,1
2362,TERUSAN IV ( Free-pass IV ),TERUSAN,2025-01-27 11:17:00,4,120000,2025,1,January,27,Monday,11,0,30000.0,Rendah,1
2363,TERUSAN IV ( Free-pass IV ),TERUSAN,2025-01-27 11:17:00,5,150000,2025,1,January,27,Monday,11,0,30000.0,Rendah,1
2364,TERUSAN IV ( Free-pass IV ),TERUSAN,2025-01-27 11:16:00,2,60000,2025,1,January,27,Monday,11,0,30000.0,Sangat Rendah,1
2365,TERUSAN IV ( Free-pass IV ),TERUSAN,2025-01-27 11:16:00,2,60000,2025,1,January,27,Monday,11,0,30000.0,Sangat Rendah,1
2366,TERUSAN IV ( Free-pass IV ),TERUSAN,2025-01-27 11:16:00,10,300000,2025,1,January,27,Monday,11,0,30000.0,Sedang,1
2367,TERUSAN IV ( Free-pass IV ),TERUSAN,2025-01-27 11:15:00,4,120000,2025,1,January,27,Monday,11,0,30000.0,Rendah,1
2368,TERUSAN IV ( Free-pass IV ),TERUSAN,2025-01-27 11:15:00,11,330000,2025,1,January,27,Monday,11,0,30000.0,Tinggi,1
2369,TERUSAN IV ( Free-pass IV ),TERUSAN,2025-01-27 11:15:00,6,180000,2025,1,January,27,Monday,11,0,30000.0,Sedang,1
2370,TERUSAN IV ( Free-pass IV ),TERUSAN,2025-01-27 11:14:00,6,180000,2025,1,January,27,Monday,11,0,30000.0,Sedang,1
2371,TERUSAN IV ( Free-pass IV ),TERUSAN,2025-01-27 11:14:00,6,180000,2025,1,January,27,Monday,11,0,30000.0,Sedang,1
2372,TERUSAN IV ( Free-pass IV ),TERUSAN,2025-01-27 11:14:00,3,90000,2025,1,January,27,Monday,11,0,30000.0,Rendah,1
2373,TERUSAN III ( Free-Pass III ),TERUSAN,2025-01-27 11:14:00,13,325000,2025,1,January,27,Monday,11,0,25000.0,Tinggi,1
2374,TERUSAN III ( Free-Pass III ),TERUSAN,2025-01-27 11:13:00,23,575000,2025,1,January,27,Monday,11,0,25000.0,Tinggi,1
2375,TERUSAN III ( Free-Pass III ),TERUSAN,2025-01-27 11:13:00,4,100000,2025,1,January,27,Monday,11,0,25000.0,Rendah,1
2376,TERUSAN III ( Free-Pass III ),TERUSAN,2025-01-27 11:13:00,6,150000,2025,1,January,27,Monday,11,0,25000.0,Sedang,1
2377,TERUSAN III ( Free-Pass III ),TERUSAN,2025-01-27 11:11:00,5,125000,2025,1,January,27,Monday,11,0,25000.0,Rendah,1
2378,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2025-01-27 11:11:00,18,360000,2025,1,January,27,Monday,11,0,20000.0,Tinggi,1
2379,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2025-01-27 11:11:00,4,80000,2025,1,January,27,Monday,11,0,20000.0,Rendah,1
2380,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2025-01-27 11:11:00,1,20000,2025,1,January,27,Monday,11,0,20000.0,Sangat Rendah,1
2381,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2025-01-27 11:10:00,6,120000,2025,1,January,27,Monday,11,0,20000.0,Sedang,1
2382,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2025-01-27 11:10:00,16,320000,2025,1,January,27,Monday,11,0,20000.0,Tinggi,1
2383,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2025-01-27 11:10:00,12,240000,2025,1,January,27,Monday,11,0,20000.0,Tinggi,1
2384,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2025-01-27 11:09:00,8,160000,2025,1,January,27,Monday,11,0,20000.0,Sedang,1
2385,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2025-01-27 11:09:00,3,60000,2025,1,January,27,Monday,11,0,20000.0,Rendah,1
2386,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2025-01-27 11:09:00,11,220000,2025,1,January,27,Monday,11,0,20000.0,Tinggi,1
2387,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2025-01-27 09:49:00,7,175000,2025,1,January,27,Monday,9,0,25000.0,Sedang,1
2388,TIKET PELAJAR & MAHASISWA,Pelajar,2025-01-27 09:47:00,3,30000,2025,1,January,27,Monday,9,0,10000.0,Rendah,1
2389,TERUSAN III ( Free-Pass III ),TERUSAN,2025-01-27 10:47:00,3,75000,2025,1,January,27,Monday,10,0,25000.0,Rendah,1
2390,TERUSAN III ( Free-Pass III ),TERUSAN,2025-01-27 09:46:00,3,75000,2025,1,January,27,Monday,9,0,25000.0,Rendah,1
2391,TERUSAN III ( Free-Pass III ),TERUSAN,2025-01-27 09:45:00,2,50000,2025,1,January,27,Monday,9,0,25000.0,Sangat Rendah,1
2392,TERUSAN IV ( Free-pass IV ),TERUSAN,2025-01-27 09:43:00,5,150000,2025,1,January,27,Monday,9,0,30000.0,Rendah,1
2393,TERUSAN IV ( Free-pass IV ),TERUSAN,2025-01-27 09:43:00,6,180000,2025,1,January,27,Monday,9,0,30000.0,Sedang,1
2394,TERUSAN III ( Free-Pass III ),TERUSAN,2025-01-27 09:42:00,3,75000,2025,1,January,27,Monday,9,0,25000.0,Rendah,1
2395,TERUSAN III ( Free-Pass III ),TERUSAN,2025-01-27 09:33:00,4,100000,2025,1,January,27,Monday,9,0,25000.0,Rendah,1
2396,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2025-01-27 09:31:00,2,40000,2025,1,January,27,Monday,9,0,20000.0,Sangat Rendah,1
2397,TERUSAN III ( Free-Pass III ),TERUSAN,2025-01-27 09:31:00,5,125000,2025,1,January,27,Monday,9,0,25000.0,Rendah,1
2398,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2025-01-27 09:27:00,2,40000,2025,1,January,27,Monday,9,0,20000.0,Sangat Rendah,1
2399,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2025-01-27 09:26:00,5,100000,2025,1,January,27,Monday,9,0,20000.0,Rendah,1
2400,TERUSAN III ( Free-Pass III ),TERUSAN,2025-01-27 09:26:00,2,50000,2025,1,January,27,Monday,9,0,25000.0,Sangat Rendah,1
2401,TIKET MANCANEGARA,Mancanegara,2025-01-27 09:23:00,3,60000,2025,1,January,27,Monday,9,0,20000.0,Rendah,1
2402,Tiket Masuk Museum Pusaka,Umum,2025-01-27 09:23:00,3,45000,2025,1,January,27,Monday,9,0,15000.0,Rendah,1
2403,TERUSAN IV ( Free-pass IV ),TERUSAN,2025-01-27 09:22:00,1,30000,2025,1,January,27,Monday,9,0,30000.0,Sangat Rendah,1
2404,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2025-01-27 09:19:00,5,100000,2025,1,January,27,Monday,9,0,20000.0,Rendah,1
2405,TERUSAN IV ( Free-pass IV ),TERUSAN,2025-01-27 09:19:00,2,60000,2025,1,January,27,Monday,9,0,30000.0,Sangat Rendah,1
2406,TERUSAN IV ( Free-pass IV ),TERUSAN,2025-01-27 09:11:00,2,60000,2025,1,January,27,Monday,9,0,30000.0,Sangat Rendah,1
2407,TERUSAN IV ( Free-pass IV ),TERUSAN,2025-01-27 09:05:00,4,120000,2025,1,January,27,Monday,9,0,30000.0,Rendah,1
